participant	text_id	sentence_id	text	token_count	fix_count	fix_prob	mean_fix_dur	first_fix_dur	first_pass_dur	tot_fix_dur	refix_count	reread_prob	tot_regr_from_dur
avg	1-144	1018	Jawel, maar deze zaak is belangrijker.	6	4.4	3.3	690.7833333333334	676.4	868.0	889.5	0.1	0.8	514.0
avg	3-42	3059	Er was niemand in de hal en we liepen regelrecht naar de zolder.	13	10.0	6.125	1480.0625	1509.125	1664.5	1902.0	1.375	2.0	441.0
avg	4-146	5033	Zie je dan niet dat die brief niet op de zeventiende maar op de zevende geschreven is, de dag na het vertrek van juffrouw Howard?	25	18.875	10.875	3014.239583333333	2965.75	3352.25	4020.125	2.375	3.625	713.375
avg	2-81	1978	Laten we het nu eens hebben over andere kanten van de zaak.	12	7.700000000000001	5.699999999999999	1274.25	1276.3	1289.3999999999999	1362.5	0.6	0.7	293.5
avg	2-110	2201	Strychnine is inderdaad in zekere zin een cumulatief vergif, maar het zou absoluut onmogelijk op deze manier een plotselinge dood ten gevolge kunnen hebben.	24	17.0	13.0	2809.8	2828.899999999999	3173.9	3416.0	1.1	2.9000000000000012	246.7
avg	2-132	2373	Bent u iemand tegengekomen op uw wandeling?	7	4.1000000000000005	3.6000000000000005	719.9	718.5999999999999	730.0	778.9000000000001	0.2	0.30000000000000004	121.6
avg	1-172	1268	Nou, dat de chocola en niet de koffie vergiftigd was.	10	7.3999999999999995	4.8	1092.283333333333	1104.7	1133.3999999999999	1449.0999999999997	1.3	1.4000000000000001	455.79999999999995
avg	2-73	1912	In het bureautje in het boudoir, achter slot en grendel, hebben ze een testament van mevrouw Inglethorp gevonden, gedateerd voor haar huwelijk, waarin ze haar vermogen aan Alfred Inglethorp vermaakt had.	31	27.799999999999994	16.1	4121.888333333333	4118.299999999999	4563.8	5687.0	5.000000000000001	5.9	1364.4
avg	3-60	3235	Dit is beneden uw waardigheid.	5	5.625	2.875	689.1666666666667	633.25	898.125	1155.25	1.0	2.0	860.25
avg	1-15	59	Mary lag ongeveer drie kilometer van het stationnetje, en Styles Court lag ruim een kilometer de andere kant op.	19	22.200000000000003	9.6	2783.436666666666	2844.9999999999995	3158.3999999999996	4535.400000000001	6.3999999999999995	6.1	1462.2
avg	2-115	2224	Ik deed mijn deur open, vervolgde Mary, en luisterde.	9	5.6000000000000005	4.5	942.0249999999999	950.6	1023.3999999999999	1031.5	0.1	0.5	23.1
avg	2-132	2370	Het gezicht van de lijkschouwer werd nog ernstiger.	8	4.1	3.6999999999999997	730.3499999999999	732.9000000000001	758.0999999999999	758.0999999999999	0.0	0.2	26.1
avg	3-117	3765	Ongetwijfeld erg dom van me, maar ik zie niet in wat de nabijheid van de kust met de moord op mevrouw Inglethorp te maken heeft.	25	14.625	11.5	2580.1666666666665	2598.125	2714.25	2890.875	1.125	1.75	543.625
avg	3-93	3560	Hij fronste niet-begrijpend zijn voorhoofd en ik haalde weer gerust adem, de vreselijke gedachte die mij door het hoofd schoot, was namelijk dat Bauerstein een handlanger gehad zou kunnen hebben.	30	23.75	15.875	3809.5000000000005	3798.25	4265.625	4776.25	2.125	4.625	1038.125
avg	3-145	3994	Nee, ik denk niet dat ik dat doen zal.	9	5.0	3.5	943.6666666666666	953.875	961.75	1065.875	0.5	0.5	117.375
avg	1-141	981	Plotseling kreeg ik een idee.	5	4.1	2.5000000000000004	493.6333333333333	477.3	525.5999999999999	731.9000000000001	1.1	0.8999999999999999	1105.7
avg	4-98	4755	Maar dat was al door dokter Bauerstein gedaan, zei Lawrence vlug.	11	7.0	4.875	1197.9375	1188.875	1265.25	1363.125	0.375	0.875	290.5
avg	2-52	1715	Dorcas bracht verse thee binnen.	5	5.8	3.3000000000000003	867.8833333333334	868.9000000000001	958.3000000000001	1222.8	1.4000000000000001	1.4000000000000001	219.39999999999998
avg	4-34	4358	Met de verklaring van Annie, wat betreft het kaarsvet op de grond en het feit dat zij de verdachte de koffie naar het boudoir had zien brengen, werd de zitting verdaagd tot de volgende dag.	35	25.5	17.125	4250.333333333333	4264.5	4808.875	5179.25	1.625	4.125	1038.25
avg	3-70	3324	Maar na de kaas en crackers, toen Dorcas de kamer uit was, boog Poirot zich plotseling naar Mary Cavendish over.	20	15.0	10.125	2586.75	2609.125	3027.375	3247.25	1.125	3.0	457.875
avg	2-84	1998	Er is nog een andere mogelijkheid.	6	3.4000000000000004	2.5	684.9	690.4	720.7	720.7	0.0	0.2	104.1
avg	2-81	1976	We zullen het maar laten rusten.	6	3.9000000000000004	3.0	660.95	671.2	744.3	773.4000000000001	0.2	0.7000000000000001	29.1
avg	1-132	910	Chocola, met, ik denk, rum erin.	6	7.6000000000000005	4.1000000000000005	1000.3683333333333	1006.5999999999999	1139.8999999999999	1669.6	1.9000000000000001	1.7	466.7
avg	3-11	2816	Je bent wat opgewonden over je succes beneden.	8	6.625	3.625	1012.4583333333333	1027.875	1129.5	1291.75	0.875	1.375	314.5
avg	2-125	2313	Het was onze opgewonden jongeman met het bleke gezicht.	9	7.7	4.8	1132.25	1117.5	1174.5000000000002	1499.0	1.5	1.5	508.2
avg	2-6	1318	Die ellendige chocola! zei Poirot spottend.	6	5.9	3.9	1012.1333333333333	982.0	1064.7	1362.5	0.7	0.9999999999999999	448.3
avg	3-100	3610	Voor het eerst begon ik me af te vragen wat de toekomst van het meisje zou zijn.	17	14.625	7.125	1959.8916666666667	2031.375	2294.625	3036.75	3.375	2.625	1294.875
avg	2-43	1640	John zou, denk ik, dieper op de zaken zijn ingegaan, maar op dat ogenblik werd het luide geronk van een auto hoorbaar en we keken allen naar het raam toen hij langsreed.	32	26.6	16.2	4149.875000000001	4096.000000000001	4450.900000000001	5679.499999999998	4.400000000000001	4.6000000000000005	2269.4
avg	2-61	1808	Er zat iets in dat koffertje, een bewijsstuk, op zichzelf misschien niet zo belangrijk, maar toch een duidelijke aanwijzing die verband kon leggen tussen de moordenaar en de misdaad.	29	20.799999999999997	14.900000000000004	3296.7333333333336	3347.9000000000005	3601.7	3951.7	1.9000000000000004	3.3000000000000003	620.5
avg	1-139	956	Maar hij was erg van streek.	6	3.8	2.6	728.85	723.5	749.9	828.6999999999999	0.30000000000000004	0.5	208.4
avg	4-145	5026	Je hebt die brief gelezen?	5	4.0	2.25	589.7916666666667	599.625	644.25	754.875	0.375	0.625	811.25
avg	3-67	3289	Ik ging nog zachter spreken. Unknown50	6	3.25	2.375	592.8125	602.625	647.0	705.125	0.25	0.5	145.375
avg	2-162	2606	Poirot maakte een verontschuldigend gebaar.	5	4.2	2.5999999999999996	664.2666666666667	696.0999999999999	801.9000000000001	858.5999999999999	0.30000000000000004	0.9	69.4
avg	3-118	3770	gearresteerd wegens moord op mevrouw Inglethorp?	6	4.375	3.5	771.125	793.75	838.375	910.375	0.375	0.625	135.75
avg	4-159	5135	Bedoel je dat je John deze rechtzaak had kunnen besparen?	10	6.625	4.75	1284.4375	1287.25	1287.25	1471.625	0.875	0.875	384.875
avg	3-6	2764	Maar, neemt u me niet kwalijk meneer, waarom hebt u dit niet allemaal tijdens het vooronderzoek verteld?	17	14.125	9.875	2164.354166666667	2155.375	2393.5	2754.25	1.75	2.5	470.625
avg	1-159	1152	Ik wou dat u het toen gezien had, meneer.	9	6.5	3.9999999999999996	1151.6333333333332	1132.7	1186.2	1461.3000000000002	1.0	1.1	654.0
avg	1-72	464	Het kan wel verbeelding van me geweest zijn, maar ook zij zag er vreemd en van streek uit.	18	11.999999999999998	8.2	1980.5	1987.8000000000002	2087.1000000000004	2398.8	1.5	1.8000000000000005	640.8000000000001
avg	4-136	4972	Snel forceerde hij met een zakmes het slot en loopt de papieren door totdat hij vindt wat hij zoekt.	19	14.125	9.75	2628.1041666666665	2615.375	2816.0	3127.875	1.375	2.0	820.5
avg	1-122	836	Nee, je hebt gelijk, zei hij, het is anders dan wanneer er banden des bloeds waren.	16	11.6	7.1000000000000005	1935.1833333333334	1927.4999999999998	2175.1	2387.5999999999995	1.1	2.1	663.1
avg	1-77	503	Ik zal het wel inschenken.	5	3.9999999999999996	2.6	609.0	616.7	656.0	783.0	0.7	0.9	3304.1000000000004
avg	1-54	350	Ik kon me niet voorstellen wat ze in hem zag, maar ze nodigde hem altijd uit en ging vaak lange tochten met hem maken.	24	15.5	12.0	2759.3666666666663	2767.2	2952.2	3269.399999999999	1.3	1.8000000000000005	450.49999999999994
avg	4-143	5012	Maar juffrouw Howard had hem toch gemakkelijk kunnen helpen!	9	6.25	5.0	1114.6875	1124.375	1165.125	1165.125	0.0	0.25	85.75
avg	1-30	165	Houd zelf ook van een goed detectiveverhaal, merkte juffrouw Howard op.	11	12.8	6.6000000000000005	1906.9833333333333	1922.8	2182.5	2735.3	2.6000000000000005	3.5	839.7999999999998
avg	3-101	3624	Na de thee vroeg ik Cynthia om mee te gaan wandelen, en we slenterden samen het bos in.	18	10.625	8.375	1949.9375	1961.5	2106.0	2184.625	0.5	1.125	203.875
avg	2-151	2517	Toen de twee detectives wegliepen, had Summerhaye nog steeds een ongelovige grijns op zijn gezicht.	15	11.0	6.8999999999999995	1736.7583333333334	1758.5	1979.6	2161.1	0.8999999999999999	2.0000000000000004	470.4
avg	3-113	3728	Ja, dat mannetje was ontegenzeglijk pienter.	6	5.375	3.625	859.8229166666666	836.75	1137.0	1279.0	0.5	1.125	215.375
avg	2-20	1428	Hij sprong overeind om haar kopje aan te pakken.	9	6.699999999999999	4.499999999999999	992.5333333333332	995.0000000000001	1201.3	1273.3999999999999	0.4	1.3000000000000003	222.10000000000002
avg	2-153	2537	Ja, ja, te afdoende, ging Poirot verder, als tegen zichzelf.	10	8.200000000000001	5.5	1357.2666666666664	1359.0	1563.8000000000002	1785.3	1.0	1.5	353.59999999999997
avg	3-151	4059	Nummer drie, ik weifelde even, het lijken wel een heleboel vingerafdrukken door elkaar, maar hier staan heel duidelijk die van nummer een.	22	20.125	11.125	2979.7395833333335	2942.375	3204.75	4251.375	4.75	4.875	1744.125
avg	1-63	399	Ik schoot in de lach.	5	2.9000000000000004	2.1	496.9	481.29999999999995	533.6	592.1999999999999	0.2	0.4	95.3
avg	3-58	3214	We werken samen naar een gemeenschappelijk doel.	7	5.5	4.25	880.8125	901.875	1070.75	1116.75	0.25	0.75	73.75
avg	1-47	317	Ze nam nooit een blad voor de mond, maar er is in heel Engeland niemand zo fideel als Evelyn Howard.	20	18.099999999999998	10.2	2566.273333333333	2563.6	2723.6	3705.3000000000006	4.1	4.1000000000000005	1500.6999999999998
avg	3-33	3005	Natuurlijk, hij had in alles de schijn tegen zich.	9	7.375	5.0	1169.0625	1186.125	1339.625	1442.75	0.75	1.625	277.25
avg	3-159	4134	Er staat een dame beneden die naar meneer Hastings vraagt.	10	7.0	5.25	1188.8333333333333	1169.25	1358.25	1436.375	0.375	1.125	116.125
avg	2-110	2196	Dit is voor het eerst dat wij horen dat de overledene ten tijde van haar dood strychnine gebruikt zou hebben.	20	12.099999999999998	9.9	2191.2	2201.1000000000004	2318.9	2456.6	0.6	1.3	216.39999999999998
avg	1-49	324	Styles is werkelijk een prachtig oud huis, zei ik tegen John.	11	10.1	4.800000000000001	1423.9833333333333	1498.3000000000002	1656.7000000000003	2123.6	2.0	2.7	695.3
avg	1-121	828	Hij keek mij onder het spreken scherp aan en ik voelde dat ik een kleur kreeg, toen hij zo bleef staren.	21	14.8	10.3	2615.916666666667	2630.0	2767.9	3178.3	1.8	2.5000000000000004	482.7
avg	1-128	884	o ja, alsof je geen tien kunt tellen?	8	6.9	3.5999999999999996	1021.1499999999999	1006.9	1141.6	1452.2999999999997	1.4	1.6	488.4
avg	1-45	294	Natuurlijk zal ik doen wat ik kan, juffrouw Howard, zei ik, maar ik geloof dat u wat opgewonden en overspannen bent...	21	14.4	8.900000000000002	2286.4166666666665	2338.0	2585.3	2836.5	1.2999999999999998	2.5	775.2
avg	4-137	4980	Er is geen mogelijkheid het te vernietigen en hij durft het niet te bewaren.	14	8.5	6.25	1343.9375	1308.625	1409.75	1622.5	0.75	1.125	241.0
avg	1-86	552	Iedereen in huis was nu wakker.Vanuit de kamer kwamen de meest verontrustende geluiden.	13	11.8	6.6000000000000005	1593.6949999999997	1613.4	1864.3	2384.2000000000003	2.3000000000000003	2.7	964.5999999999999
avg	2-150	2515	En namens de Yard ben ik u heel dankbaar, hoewel ik moet toegeven dat ik op 't ogenblik in de verste verte geen mogelijkheid zie iets af te doen aan de getuigenverklaring, maar u bent altijd een wonder geweest!	39	28.099999999999994	18.4	4645.741666666667	4759.4	5193.2	6036.0	3.400000000000001	5.4	1506.3
avg	4-61	4523	Ik geloof stellig dat u uzelf een alibi wilde verschaffen en toen op het idee kwam van een denkbeeldige en nogal ongeloofwaardige afspraak; u hebt zelf dit briefje geschreven met het doel uw bewering te staven!	36	28.125	19.0	4544.854166666666	4488.5	5247.875	5934.75	2.5	5.125	880.375
avg	4-140	4996	Nee, maar ik zag wel wat.	6	3.125	2.75	536.75	531.5	531.5	562.375	0.125	0.125	30.875
avg	1-140	966	Dat had ik in punt zes kunnen meerekenen, maar dat heb ik niet gedaan.	14	10.8	6.299999999999999	1868.3666666666668	1864.6000000000001	2000.3000000000002	2234.5	1.3000000000000003	1.8000000000000003	874.4
avg	2-132	2375	Dat is dan jammer, zei de lijkschouwer droog.	8	5.699999999999999	4.2	931.9749999999999	952.1999999999999	1032.8999999999999	1131.0	0.30000000000000004	0.7	104.00000000000001
avg	4-57	4497	Hij zou nu de verdachte willen verzoeken in de getuigenbank plaats te nemen.	13	10.25	5.25	1596.8958333333333	1596.0	1725.625	2173.0	2.125	2.5	625.875
avg	2-40	1606	En jullie tekenden waar ze je gevraagd had dat te doen?	11	7.3	4.7	1156.85	1178.3999999999999	1330.0	1374.9	0.30000000000000004	1.2	178.5
avg	2-115	2233	Ze bracht haar hand naar haar hals om de kanten kraag recht te trekken en terwijl ze dat deed, wendde ze haar hoofd een beetje af.	26	19.0	11.699999999999998	3370.0166666666664	3390.1	3754.7	4193.799999999999	1.7000000000000004	3.2	1538.1
avg	4-30	4321	Boven op een ...een kast.	5	3.375	2.375	586.75	614.5	678.375	715.75	0.25	0.75	48.875
avg	1-45	301	Evelyn Howard stond op en ging naar de deur.	9	6.699999999999999	4.2	1198.75	1205.7999999999997	1308.4	1447.6000000000001	0.6	1.0000000000000002	323.79999999999995
avg	3-41	3053	Zoals ze daar stond, met haar eerlijke gezicht naar mij opgeheven, bedacht ik wat een prachtig specimen zij was van de ouderwetse dienstbode, een soort dat zo snel aan het uitsterven is.	32	27.25	18.625	4270.020833333333	4279.375	5013.625	5510.625	2.5	5.0	883.375
avg	1-98	631	Het spijt me dat u er niet op tijd bij was om het te zien.	15	8.999999999999998	5.3999999999999995	1564.0666666666666	1589.3	1728.3999999999999	1979.9	0.9999999999999999	1.2999999999999998	854.0999999999999
avg	1-127	874	Dokter Bauerstein vond dat gewenst.	5	5.4	3.4000000000000004	851.6999999999999	905.3000000000002	1024.7	1168.5	0.9000000000000001	1.4	288.6
avg	1-57	368	De Rollestons kwamen hier tegelijk met Willem de Veroveraar...het is een van onze oudste geslachten.	15	14.6	8.3	2030.7666666666667	2030.2	2526.9	3147.0000000000005	2.1	2.9000000000000004	1897.4
avg	2-15	1388	Het is niet bij me opgekomen het te controleren.	9	6.300000000000001	4.2	1007.9000000000001	990.8000000000001	1109.6	1171.4	0.30000000000000004	0.9000000000000001	390.40000000000003
avg	2-59	1785	Hij wierp zich op het koffertje.	6	4.6	2.7	771.1500000000001	780.1	812.2	1039.1	0.9000000000000001	1.0	490.3
avg	4-154	5099	Zette monsieur Lawrence niet altijd een nors gezicht, iedere keer als mademoiselle Cynthia praatte en grapjes maakte met zijn broer?	20	17.125	11.0	2586.0	2623.125	2924.5	3265.75	1.625	3.25	755.625
avg	1-7	16	Mevrouw Cavendish, die met Johns vader trouwde toen deze weduwnaar was en twee zoons had, was in mijn herinnering een knappe vrouw van middelbare leeftijd.	25	30.299999999999994	14.299999999999999	3812.861666666666	3839.3000000000006	4020.1000000000004	6261.8	9.8	7.8	5007.799999999999
avg	4-82	4666	Hij keek naar Mary Cavendish.	5	3.5	2.25	593.2916666666666	630.75	679.75	751.75	0.5	0.5	104.625
avg	3-112	3720	Ze kon er toch zeker niets mee te maken hebben, anders zou ik wel iets opgevangen hebben in die richting.	20	13.5	9.375	2279.708333333333	2307.75	2491.125	2621.375	0.75	1.75	442.0
avg	4-91	4721	Toen maakte ze het bureau open en terwijl ze naar postzegels zocht, stuitte ze op iets anders,dat stuk papier dat Dorcas in haar hand zag en dat stellig niet voor mevrouw Inglethorps ogen bestemd was.	35	29.5	18.125	4954.541666666666	4962.625	5384.0	6298.125	4.25	5.5	2417.125
avg	4-21	4269	Vrouwen waren nu eenmaal niet altijd zo goed op de hoogte met de wet.	14	8.75	6.375	1573.6041666666667	1549.25	1609.375	1837.625	0.875	1.0	277.375
avg	1-66	426	Maar natuurlijk ken ik mademoiselle Cynthia!	6	5.199999999999999	3.3	886.4666666666666	913.8999999999999	1028.7	1114.8	0.30000000000000004	1.0	195.2
avg	1-35	215	Ze sprong onmiddellijk overeind, en iets in haar manier van doen herinnerde me eraan dat ze een afhankelijke positie innam en dat mevrouw Inglethorp, hoe vriendelijk ze doorgaans ook mocht zijn, haar dit niet liet vergeten.	36	38.099999999999994	17.6	4775.795714285716	4849.1	5483.0	7535.099999999999	9.700000000000003	9.6	3870.3
avg	2-24	1467	Je zult wel begrijpen, Wells, voegde hij eraan toe, dat dit absoluut onder ons moet blijven.	16	13.2	7.699999999999999	2132.2749999999996	2166.3999999999996	2298.5999999999995	2629.5000000000005	1.8000000000000003	2.2000000000000006	729.5
avg	4-72	4603	Maar om een uur of drie deed een hevig en aanhoudend toeteren ons naar het raam rennen, vanwaar we Poirot uit een auto zagen stappen in gezelschap van Japp en Summerhaye.	31	21.75	14.75	3655.4166666666665	3694.125	4181.625	4651.25	2.0	3.625	657.5
avg	2-13	1374	Ik heb er geen idee van wat mijn vrouw ervan denkt.	11	6.499999999999999	5.199999999999999	1102.05	1096.2000000000003	1125.0	1249.3000000000002	0.6	0.7999999999999999	195.2
avg	3-6	2765	Ik zal je zeggen waarom, viel Poirot hem in de rede.	11	8.25	5.125	1353.125	1327.375	1340.75	1541.0	0.875	1.0	295.875
avg	2-22	1447	John liep voor ons uit en ik nam de gelegenheid waar om tegen Poirot te fluisteren: Er zal dus een gerechtelijk onderzoek worden ingesteld?	24	20.4	12.8	2920.1749999999997	3025.0999999999995	3422.7999999999997	3947.7999999999993	2.900000000000001	4.1000000000000005	1035.1
avg	3-132	3889	Maar weer legde ze mij het zwijgen op, en haar woorden kwamen zo onverwacht dat ze me Cynthia en haar moeilijkheden volkomen deden vergeten.	24	16.0	11.375	2465.645833333333	2504.625	2819.25	3160.875	1.5	3.0	502.25
avg	1-107	719	Vooruit dan maar, doe wat je wilt.	7	5.8999999999999995	3.5	919.5250000000001	906.9	1026.5	1235.6	1.1	1.2000000000000002	431.79999999999995
avg	2-61	1811	Omdat hij het koffertje op slot vond, moest hij het slot wel forceren, en op die manier verraadde hij zijn aanwezigheid.	21	13.699999999999998	9.299999999999999	2473.45	2505.2	2685.9	2840.9	0.8	1.3	906.5
avg	1-72	467	Waar is mevrouw Inglethorp? In haar boudoir.	7	6.4	4.3	1066.0666666666668	1075.3000000000002	1278.3999999999999	1350.6	0.5	1.4	366.20000000000005
avg	1-156	1118	Een lichtgroene, meneer; zoiets als chiffong noemen ze het.	9	8.2	3.5	1330.8249999999996	1330.6999999999996	1606.3999999999999	1906.1999999999998	0.8	1.8	505.5
avg	3-32	2999	Ik kon er het nut niet van inzien.	8	5.625	3.375	840.8854166666667	773.625	851.5	1313.625	1.25	1.125	865.75
avg	4-57	4496	Hij wilde de aandacht van de jury vestigen op het feit dat het bewijsmateriaal tegen de heer Lawrence Cavendish even sterk, zo niet sterker was dan tegen zijn broer.	29	21.0	11.375	3490.9270833333335	3425.0	3701.125	4473.75	2.875	4.0	3118.0
avg	3-87	3491	John liet zijn stem dalen.	5	3.375	3.0	595.9375	587.875	587.875	622.25	0.125	0.125	52.625
avg	1-126	861	We hebben geen enkel bewijs.	5	4.1	2.6	678.6999999999999	673.8	686.5	755.1	0.4	0.5	164.9
avg	1-142	985	Ik keek hem scherp aan.Ben je niet verbaasd?	8	7.100000000000001	3.0999999999999996	1052.9333333333332	1047.4	1213.1999999999998	1378.2	0.8	1.4	490.4
avg	2-69	1880	Loop je met me mee terug naar het dorp?	9	6.199999999999999	3.9000000000000004	1093.4833333333333	1115.9	1177.5	1274.6000000000001	0.4	0.8	404.1
avg	1-29	152	Iedereen heeft dat toch wel...en meestal voor iets absurds.U zult me uitlachen.	12	11.500000000000002	8.0	1922.25	1924.0	2062.8	2444.0000000000005	1.8000000000000003	2.3	390.50000000000006
avg	1-110	737	Ik heb het net pas gehoord.	6	3.5	1.9	569.2416666666667	566.5	688.7	785.0	0.4	0.6000000000000001	777.5999999999999
avg	1-62	394	Gezien de uitdrukking op het gezicht van het verpleegstertje, kreeg ik niet de indruk dat ze de moed zou opbrengen deze boodschap letterlijk aan de gevreesde 'zuster' door te geven.	30	21.799999999999997	14.600000000000003	3448.4499999999994	3493.6999999999994	3871.7999999999993	4479.900000000001	2.7	4.500000000000001	888.3000000000001
avg	1-71	454	Ik moet voor de buslichting nog een paar brieven schrijven.	10	8.6	6.200000000000001	1385.3833333333332	1403.5	1674.7	1895.5	0.7999999999999999	1.5000000000000002	318.8
avg	3-153	4073	Het is, zoals je ziet, een flinke vergroting.	8	4.375	3.625	861.625	873.125	880.5	880.5	0.0	0.125	135.75
avg	2-117	2248	O ja, ik heb stemmen gehoord, maar ik heb niet gehoord wat er gezegd werd.	15	8.600000000000001	6.8999999999999995	1481.65	1508.8000000000002	1599.6	1636.5	0.2	0.7999999999999999	237.5
avg	4-102	4780	wat ik bedoelde, toen ik tegen u zei dat u rustig alles kon opbiechten aan papa Poirot, nietwaar?	18	16.125	9.625	2726.7916666666665	2752.5	3069.0	3488.875	2.125	3.25	1089.75
avg	1-123	842	Op het ogenblik wordt er beweerd dat mevrouw Inglethorp stierf aan vergiftiging door strychnine, die haar vermoedelijk in de koffie was toegediend.	22	19.6	11.000000000000002	2957.805833333334	3001.7999999999997	3559.1	4306.299999999999	2.6	3.5	688.1
avg	1-171	1262	Zenuwachtig giechelend en nogal luidruchtig verliet Annie de kamer.	9	9.0	6.000000000000001	1411.1083333333333	1452.6	1631.8000000000002	1928.4000000000003	1.1	1.8000000000000003	460.1
avg	4-149	5051	Het is een bijzonder sluw en gewetenloos paar.	8	5.5	3.75	860.8958333333333	866.5	1022.0	1089.375	0.375	1.0	41.875
avg	4-72	4601	Het plotselinge vertrek van Poirot was ons allemaal een groot raadsel.	11	7.625	6.375	1306.625	1317.0	1439.75	1439.75	0.0	0.75	52.75
avg	2-76	1935	Ik ben toen naar de tuindeuren gelopen en zag onmiddellijk dat de begonia's net ingeplant waren.	16	11.5	7.2	1845.3166666666666	1867.3	2091.2	2319.4999999999995	1.1	2.1	708.5
avg	4-119	4873	Bedoel je dat je hem toen al verdacht?	8	6.0	3.0	1024.4791666666665	996.875	1102.25	1286.875	0.875	1.25	433.0
avg	4-49	4470	Er waren verder weinig verklaringen meer.	6	5.375	3.125	799.125	812.5	938.75	1035.625	0.5	1.0	196.75
avg	2-11	1361	De schok van de gebeurtenissen van de afgelopen nacht had hem tijdelijk van streek gebracht, maar zijn gelijkmatige kalmte had het evenwicht spoedig hersteld.	24	21.9	13.000000000000002	3277.0249999999996	3326.8	3530.8	4281.9	3.6	4.1	1110.4
avg	3-50	3121	Ja, vervolgde hij, terwijl hij me peinzend aanstaarde, je zult onschatbare diensten kunnen bewijzen.	14	13.0	8.25	2096.4375	2070.125	2261.625	2828.5	1.875	2.5	580.0
avg	2-29	1505	zie ik geen enkele reden waarom ik uw vraag niet zou beantwoorden.	12	10.4	5.8	1389.7083333333335	1418.6000000000001	1464.9	1947.2000000000003	2.3000000000000003	2.2	549.2
avg	3-139	3951	Ze wachtte een hele tijd, maar tenslotte zei ze: Misschien, omdat ik zo graag vrij wil zijn!	17	12.125	7.375	2013.6041666666667	2042.875	2135.125	2364.875	1.25	1.75	524.625
avg	3-33	3002	Echt, het is een enorme opluchting te bedenken dat hij weggaat, Hastings, vervolgde mijn vriend eerlijk.	16	14.625	8.875	2098.614583333333	2050.5	2545.125	2956.875	1.5	3.125	530.5
avg	2-67	1862	Die man scheen nu ook werkelijk het hele huis in vertrouwen te moeten nemen, ik voor mij betwijfelde of dat wel zo verstandig was.	24	22.699999999999996	12.299999999999999	3340.670833333333	3296.6	3587.9	4934.1	5.000000000000001	4.800000000000001	1666.3999999999999
avg	2-106	2173	Chocola is daar beslist niet sterk genoeg voor.Een	8	6.4	4.5	1020.1166666666668	1007.5999999999999	1065.1	1232.6	0.7999999999999999	0.8	252.4
avg	4-99	4761	Hier is het rapport van de analist.	7	4.0	3.25	786.4791666666666	791.125	849.75	878.5	0.125	0.375	52.75
avg	1-63	398	Het zustertje verdween en prompt nam Cynthia een stopfles van de plank, vulde het flesje bij en zette het op de tafel buiten de deur.	25	21.500000000000007	13.299999999999999	3329.636666666667	3334.1000000000004	3656.5000000000005	4478.400000000001	4.1	3.9000000000000004	1163.2
avg	1-41	254	Lieve Evelyn, riep Mary Cavendish, dit kan niet waar zijn!	10	9.900000000000002	4.5	1369.1266666666666	1351.8	1497.6000000000001	2082.5	2.3000000000000003	2.5000000000000004	358.09999999999997
avg	2-46	1657	Toen ze me aankeek, stonden haar ogen bedroefd, maar niet verwijtend.	11	9.700000000000001	6.5	1580.6166666666663	1595.3	1792.2999999999997	2075.6	1.5	2.1	457.1
avg	4-47	4462	Maar toch trof 't zo dat de anderen er niet bij waren!	12	8.0	6.0	1388.9166666666667	1392.875	1505.75	1576.125	0.375	1.0	194.375
avg	4-134	4960	Ja, en uit het enorme risico dat hij nam, kunnen we zien dat hij het belang ervan ten volle onderkende.	20	17.5	9.25	2910.3125	2901.25	3059.5	3738.375	3.0	3.125	1523.625
avg	3-80	3428	Maar dat is niet waar.	5	2.75	2.375	558.8125	563.0	563.0	576.75	0.125	0.125	82.875
avg	3-67	3296	Ik moest wel nee schudden.	5	3.875	1.25	578.1354166666666	580.0	636.75	791.625	0.75	0.875	251.875
avg	3-96	3577	Wat dan? vroeg ik, dankbaar dat hij het onderwerp, hoe het vergif in de chocola terechtgekomen was, liet schieten.	19	16.75	9.375	2284.4291666666672	2307.0	2674.875	3241.75	2.5	3.75	1400.125
avg	3-17	2883	Volgens jouw verklaring zijn er maar twee mensen van wie we met zekerheid kunnen zeggen dat ze niet in de buurt van de koffie zijn geweest, mevrouw Cavendish en mademoiselle Cynthia.	31	25.0	16.125	3836.7395833333335	3874.625	4198.625	4976.75	3.5	3.875	885.875
avg	3-57	3195	Nee, nee, nee! riep Evelyn Howard heftig met een afwerende beweging.	11	8.5	6.125	1527.6875	1525.25	1678.875	1814.75	0.75	1.125	677.875
avg	1-23	116	Of zullen we daarmee wachten tot we antwoord hebben van de Prinses?	12	10.200000000000001	6.400000000000001	1575.8566666666668	1594.9	1797.1999999999998	2087.7	1.2	2.0	902.5
avg	3-121	3797	Bedenk eens wat hij te verliezen heeft.	7	5.75	4.0	1009.5416666666666	982.0	1151.75	1365.0	0.75	0.875	442.625
avg	1-34	198	Gehoorzaam liet ik me zakken.	5	4.1	2.4	630.75	653.2	717.4	814.6000000000001	0.5	0.9000000000000001	230.8
avg	1-24	122	Zij werd gevolgd door een man, die door zijn manier van doen de indruk wekte van eerbiedige onderdanigheid.	18	16.599999999999998	9.2	2292.711666666667	2292.6000000000004	2744.5	3433.6000000000004	2.6	3.5	1211.3999999999999
